,Electrical Estimator,NYC,"
        
Electrical Estimator (Full time position)

Looking for an experienced electrical estimator 7-10 years experience preferred

Experience bidding Electrical, Generators, Fire Alarm, Tele Data backbone & horizontal, DAS systems, Security, BMS, Solar, Lighting retrofits, etc.

Experience bidding high-rise, commercial, residential, and mixed use buildings, design builds, and low voltage projects 

Lighting estimating experience a plus

Our Electrical Estimator will be responsible for calculating the cost of electrical construction by reviewing and evaluating available documents and developing accurate, competitive, and profitable bid proposals for a variety of New York City and/or New Jersey electrical projects. Responsibilities include but, are not limited to the following:

Reviews and evaluates project plans and specifications, bid documents, and other relevant project documents to identify what is needed for a project and to create a bid proposal.

Knowledge of programs such as Excel, Word, Con Est and Accubid a plus

Must be able to attend walkthrough meetings, scope projects, and develop estimate based on walkthrough

Salary: To be discussed upon interview
Please send resume to email address below
    "
,Project Manager/ Drafter,,"
        
Architectural Sheet Metal and Grille company looking

Employment type: full-time

Duties include but are not limited to preliminary review of bid packages, preparing proposals, take offs, analyzing drawings (blueprints), following up on RFIs, being a liaison between company and subcontractors, attend meetings and progress walk-throughs

Must have experience drafting in construction or other related field. 

MUST HAVE 2 years experience in the field, knowledge of construction software/ strong analytical and communication skills.
Must be detail oriented and possess good customer service skills. Must work well with others, have good work ethic, be self motivated and a team player.    "
,Project Architect,Queens,"
        
We are a successful Queens based Architectural Firm and are looking for an individual with 5 to 15 years of professional practice in an Architect’s office.
Our studio offers an opportunity to be involved in all phases of Project Development from Feasibility, Zoning and Building Code Analysis, to Design Development, Construction Documents, Consultant Coordination, Construction Administration and City Approvals to Project Close up.

You will be involved in a diverse array of project types including Commercial, Residential, Educational, Mixed-Use, New Buildings and Alterations. Our projects vary in size and complexity from Multi-Story new buildings to interior alterations. 
Requirements
• Professional degree in Architecture from an NAAB Accredited Program
• Minimum 5-10 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures 
• Perform Site visits 
• Check submittals and respond to requests for information
• Fluent in AutoCAD, Revit, SketchUp 
• Fluent English
• Strong work ethic and ability to work with others  

Please submit your resume including work samples and limit to 5 MB.
This position offers excellent growth opportunity and a competitive salary. 



    "
,Architectural Designer,Brooklyn,"
        
Prepare space planning, construction drawing, and interior/conceptual design documents and presentations based on project requirements, presenting technical aspects to supervisory architects and clients to gain project approval. Use AutoCAD 2D tools including XRef effectively to draft design drawings, construction drawings and details. Modify and update designs based on review comments from peer architects and clients.  Evaluate site conditions and constraints for construction projects. Liaise with mechanical, electrical, and plumbing (MEP) engineers and with contractors.  $70,000 per year.  

Requirements:  Requires Bachelor’s degree in Architecture or foreign equivalent degree plus 24 months of experience in the job offered or as Project Architect.  24 months of experience with AUTOCAD 2D tools including XRef, Preparation of space planning, construction drawing, and interior/conceptual design documents, and Liaison with MEP Engineers.
    "
,Entry Level Electrical Engineering,Midtown,"
        
Highland Associates is a full service architectural, engineering and interior design firm, offering a single source of responsibility for all design and project administration disciplines.  Staff performs: architecture; interior design; facility master planning and programming; HVAC, electrical, plumbing, fire protection, and structural engineering; project management; code analysis, site utilization/selection and real estate services.

Currently hiring Entry Level Electrical Engineering to be trained in design of electrical systems for commercial and institutional facilities (new construction, renovation, fit-up and rehabilitation projects, high rise buildings), including, but not limited to: power distribution systems, emergency power generation and uninterruptible power systems, electrical system trouble shooting, lighting control systems; building and site infrastructure upgrades.  Must be proficient in electric circuit and systems design.  Must have knowledge of AutoCAD.  BSEE required.  (No computer majors)
    "
,JUNIOR PROJECT ARCHITECT,Chelsea,"
        
We are currently seeking a Junior Project Architect with a minimum of 2 years experience to join our team.

As a member of our team, you will work with senior staff and the Principal to execute residential projects. You will gain experience in generating designs, presentations and drawings, researching codes, managing schedules, and coordinating with clients, contractors, expeditors, city agencies, vendors, consultants, etc. throughout the entire process of the project from initial client meetings to punch-list closeout. The nature of our business requires immense organization, efficiency, and commitment, but we also maintain a very stable work/life balance.

For 29 years, Joseph Vance Architects has been designing high end, custom residential projects - brownstone/townhouse gut renovations, lofts, rooftop additions and conversions of manufacturing buildings to residential. We are a small group of creative problem solvers with a taste for well-crafted design. We value hard work to continuously grow and evolve, pushing boundaries until a project is the best it can be.

Current projects include a ground up new 6 story townhouse in the Upper West Side (with a new basketball court beneath), a gut renovation of a townhouse in Chelsea including a totally new facade, a 6,000sf triplex in a new West Village development, and others.

Ideally you have experience in residential architecture in NYC, some knowledge of NYC DOB and LPC, have worked with 3D modeling/BIM software and the adobe creative suite. We also expect you to have a great design sensibility and critical thinking skills.

If this sounds like you, then please submit a pdf of your cover letter, resume, and work sample. This is a full time salaried position with medical coverage (no part-time or freelance work). We look forward to hearing from you and appreciate your interest in our firm!

    "
,Millwork Estimator,"Brooklyn, NY","
        
Select NYC Millwork is a high-end millwork and furniture producer in New York City. We are looking for a qualified analytical millwork estimator to join the team. The job entails preparing detailed bid proposals from project plans & specifications. The candidate should be proficient in reading project plans and shop drawings, be highly motivated, detail-oriented and proficient communication. 

Responsibilities

1.	Read, analyze, calculate, interpret, and understand architectural drawings and specification documents.
2.	Review drawings and specifications to determine the scope of work
3.	Generate material take-off lists and costs 
4.	Obtain bids from vendors on specialty items
5.	Prepare job quotes/bids on company’s template 
6.	Follow up on bids as necessary to monitor our pricing compared to our competitors.
7.	Track quotes in CRM software 
8.	Communicate with the client including sending the quote, RFIs, and follow ups. 
9.	Self-motivation with the ability to work unsupervised
10.	Be familiar with cabinet construction and drawing requirements to adhere to the industry's governing bodies (AWI, QCP, LEED, FSC, etc.)

Experience Requirements:

1.	Estimating: 5 years 
2.	Millwork: 3 years 
3.	Computer experience in excel, word, outlook, CAD
4.	Knowledge of woodworking construction techniques
5.	Excellent communication skills
6.	Able to meet deadlines.
7.	Bachelor’s Degree in Engineering/ Math or similar preferred
8.	Take-off software skills is a plus
9.	CNC knowledge





    "
,Architectural Senior Drafter/Job Captain,Midtown West,"
        
SBLM New York is looking for a highly motivated Senior Drafter/Job Captain who has a passion for understanding weather related problems that occur on existing older buildings.

 Responsibilities include, but not limited to: 
 Coordinate and develop construction documents
 Take on technically challenging issues with Project Manager
 Perform code and zoning analyses
 Review and redline drawings
 Oversee drafters as required
 Produce deliverables without requiring constant supervision
 Organize and lead site visits and surveys
 Conduct material research and meet with vendor as necessary, to understand
 materials and products
 Take initiative to complete work

 Requirements:
 Bachelor’s Degree in Architecture
 3 or more years’ experience in an Architect’s office
 Must be proficient in AutoCAD, Revit and other applicable industry software
 General understanding of codes and zoning
 General knowledge of building details and construction administration 
 Experience working with exterior envelope
 Positive attitude and driven to succeed

 . Compensation and Benefits:
• We offer an excellent benefit package
• Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
• Salary commensurate with level of experience
• Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
• Creative and innovative work environment
 .    "
,Architectural Designer/Drafts Person,"White Plains, NY","
        
B'Arch + Minimum 2 years experience.  Proficient with AutoCad, Revit, Sketchup+ to prepare schematic design/design development/construction doc's.
Email letter of interest & resume.  NO phone calls or walk-in's.    "
,Plumbing - Mechanical Project Manager,Flushing & Manhattan,"
        
Project Manager for Pluming and Mechanical Projects
- Assist in overseeing large project in Queens and Manhattan
- No formal experience needed
-

Chinese speaker preferred.    "
Links ,Titles ,Addresses,Descriptions
https://newyork.craigslist.org/brk/egr/d/architect-draftsperson/7063552794.html,Architect/draftsperson,Midwood,"
        
Full time position available in mid-size architectural firm located in the Midwood section of Brooklyn. Residential and  commercial projects. Position requires  a bachelors degree  in architecture   ,  knowledge of NYC zoning and building codes  and proficiency in autocad .
    "
https://newyork.craigslist.org/brx/egr/d/bronx-project-manager-drafter/7059667375.html,Project Manager/ Drafter,,"
        
Architectural Sheet Metal and Grille company looking

Employment type: full-time

Duties include but are not limited to preliminary review of bid packages, preparing proposals, take offs, analyzing drawings (blueprints), following up on RFIs, being a liaison between company and subcontractors, attend meetings and progress walk-throughs

Must have experience drafting in construction or other related field. 

MUST HAVE 2 years experience in the field, knowledge of construction software/ strong analytical and communication skills.
Must be detail oriented and possess good customer service skills. Must work well with others, have good work ethic, be self motivated and a team player.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-concrete-safety-manager/7059780845.html,Concrete Safety Manager,Manhattan,"
        
Concrete Safety Manager 

Responsibilities
Conduct training and presentations for health and safety matters and accident prevention to workmen
•	Monitor compliance to policies and laws by inspecting employees, their certifications and operations
•	Inspect equipment and machinery to observe possible unsafe conditions
•	Investigate accidents or incidents and prepare reports.
•	Recommend solutions to issues, improvement opportunities or new prevention measure
•	Report on health and safety awareness, issues and statistics
•	Excellent organizational and motivational skills
•	Outstanding attention to detail and observation ability
•	Exceptional communication and interpersonal abilities plus an ability to enforce rules.
•	Keep records and daily reports.

REQUIREMENTS

Proven experience as a concrete safety manager with NYC DOB registration  AND OSHA CERTIFICATION. 

Knowledge of FDNY regulations as they pertain to construction sites.
Deep understanding of legal health and safety guidelines and ability to enforce rules and regulations as required.

Ability in producing reports and developing relevant policies

Knowledge of standards and regulations for safeguarding and maintaining a construction site to ensure work is carried out in a safe manner.

Knowledge of the standards and regulations related to fall protection, types of protection and related safety equipment.

Knowledge of regulation related to Traffic Controls and Pedestrian Safety Knowledge of standards and regulations related to Fire Prevention.

Knowledge of Standards and regulations related to OSHA concrete Subpart Q.

Knowledge of standards and regulations related to the use of Cranes and Derricks as related to concrete operations.


We are a fast growing concrete construction company with room for advancement,  Competitive pay and opportunities for bonuses.


    "
https://newyork.craigslist.org/stn/egr/d/staten-island-electrical-estimator/7059611716.html,Electrical Estimator,NYC,"
        
Electrical Estimator (Full time position)

Looking for an experienced electrical estimator 7-10 years experience preferred

Experience bidding Electrical, Generators, Fire Alarm, Tele Data backbone & horizontal, DAS systems, Security, BMS, Solar, Lighting retrofits, etc.

Experience bidding high-rise, commercial, residential, and mixed use buildings, design builds, and low voltage projects 

Lighting estimating experience a plus

Our Electrical Estimator will be responsible for calculating the cost of electrical construction by reviewing and evaluating available documents and developing accurate, competitive, and profitable bid proposals for a variety of New York City and/or New Jersey electrical projects. Responsibilities include but, are not limited to the following:

Reviews and evaluates project plans and specifications, bid documents, and other relevant project documents to identify what is needed for a project and to create a bid proposal.

Knowledge of programs such as Excel, Word, Con Est and Accubid a plus

Must be able to attend walkthrough meetings, scope projects, and develop estimate based on walkthrough

Salary: To be discussed upon interview
Please send resume to email address below
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-estimator/7059770895.html,Assistant Estimator,Manhattan,"
        
Assistant Estimator 

The goal is to provide detailed take-offs to enable accurate estimates,

Responsibilities:

•	Prepare accurate estimates for concrete frame buildings including excavation, shoring and foundations.
•	Check specifications and submit RFI’s to Client.
•	Use estimating software as well as Excel for preparing take-offs off blueprints
•	Create and submit estimate reports or bids to Senior Estimator.
•	Obtain and review offers and quotes by subcontractors or vendors
•	Build relationships with key vendors (subcontractors, suppliers, GC's etc.)
•	Expedite submittals for architect approval
•	Provide consultation on planning (schedules, material lists, needs etc.)
•	Conduct research to obtain data on material costs, production times etc.
•	Understand the project/program and its requirements
•	Determine key variables for cost and other estimates
•	Assist Foreman/Project Manager in the project process to help make the project move smoothly and efficiently


Position Qualifications:

•	Must have experience with engineering and architectural drawings
•	In depth knowledge of research and data analysis methods and estimation formulas
•	Exquisite math and computer knowledge with an analytical mindset
•	Proficient in relevant software (Microsoft Excel, Estimating Software)


 We are a fast growing concrete contractor with opportunities for growth and we offer competitive salary and bonus system
•	


    "
https://newyork.craigslist.org/mnh/egr/d/new-york-surveyor-layout/7059769762.html,Surveyor layout,Manhattan,"
        
Surveyor layout

Fast Growing Contractor in NY metropolitan area looking for a survey/layout man.
Work includes excavation, foundations, SOE, and concrete superstructures.

Responsibilities are as follows ( But Are Not Limited To)

•	Proficient in current surveying techniques using different types of total stations, data collectors, GPS Equipment and Robotic Instruments.
•	Ability to use surveying and CAD software.
•	Performs boundary, topographic, utilities surveying and construction stake out.
•	Holds level or stadia rod at designated points to assist in determining elevations and laying out stakes.
•	Calls out reading or writes station number and reading in notebook.
•	Marks points of measurement with elevation, station number, or other identifying mark.
•	Measures distance between survey points with steel tape, cloth tape or electronic instruments.
•	Marks measuring points with keel (marking crayon), paint sticks, scratches, tacks, or stakes.
•	Places stakes at designated points and drives them into ground at specified elevation.
•	Performs other duties as required.
•	Operates survey instruments virtually every day with little or no supervision, while striving to increase speed and accuracy.
•	Makes field book notes and sketches of data gathered at job site.
•	Prepares as-built drawings as required. 


Requirements

•	Bachelor's degree preferred but not required.
•	Minimum of 5 year of related experience.
•	Ability to use surveying and CAD software.
•	Experience with boundary, topographic, utilities surveying and construction stake out.
•	Carry layout up through superstructure floors.
•	Must have a valid New York or New Jersey Driver's License.
Excellent salary for right candidate with bonus opportunities. 
We are an affirmative action/equal opportunity employer.
  

    "
https://newyork.craigslist.org/mnh/egr/d/new-york-revit-operator-part-or-full/7059720832.html,Revit Operator - Part or Full Time,SoHo,"
        
We seek IMMEDIATE help with a skilled Revit user for documentation on a single-family house. This is a posting only for experienced Revit users.

Work can last as short as one month, full-time, with potential to transition to permanent full-time depending on performance. 

Applicants must demonstrate complete mastery of Revit, including the following tasks:
- General documentation;
- Building all types of families from scratch;
- Modeling of sophisticated geometries in a way that permits them to be documented.

While architecture experience is not a requirement, it is a benefit.

Please forward a resume and a PDF that includes past Revit work. Particularly attention will be given to applicants who can show construction documents from Revit.    "
https://newyork.craigslist.org/que/egr/d/floral-park-project-architect/7059709686.html,Project Architect,Queens,"
        
We are a successful Queens based Architectural Firm and are looking for an individual with 5 to 15 years of professional practice in an Architect’s office.
Our studio offers an opportunity to be involved in all phases of Project Development from Feasibility, Zoning and Building Code Analysis, to Design Development, Construction Documents, Consultant Coordination, Construction Administration and City Approvals to Project Close up.

You will be involved in a diverse array of project types including Commercial, Residential, Educational, Mixed-Use, New Buildings and Alterations. Our projects vary in size and complexity from Multi-Story new buildings to interior alterations. 
Requirements
• Professional degree in Architecture from an NAAB Accredited Program
• Minimum 5-10 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures 
• Perform Site visits 
• Check submittals and respond to requests for information
• Fluent in AutoCAD, Revit, SketchUp 
• Fluent English
• Strong work ethic and ability to work with others  

Please submit your resume including work samples and limit to 5 MB.
This position offers excellent growth opportunity and a competitive salary. 



    "
https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect/7060234870.html,Project Architect,Gramercy,"
        
Well-known architecture and interiors practice, seeks intermediate level staff (5+ years) to join its New York office. This person will be exposed to a range of work, including but not limited to: retail, corporate and hospitality projects. 

Will work on a team, but must be able to complete sections of work with a fair amount of autonomy, producing high quality design development drawings in Revit and CAD.

Interested parties should have 5+ years experience working in a professional architectural setting. Must be able to show a quality set of DD or CD drawings and have exposure to built projects.    "
https://newyork.craigslist.org/que/egr/d/project-manager/7060539697.html,Project Manager,Long Island City,"
        
Prime Architectural Woodworking Company in NYC looking for an ambitious, positive and long term oriented individual with a minimum 4 years experience as a Project Manager in an Architectural Woodworking Company.
Requirements: Excellent knowledge of technology and materials, work under pressure and high managerial skills. Ability to independently work on large commercial and residential projects. High work ethic and self motivation. Very good people skills. Only candidates from the trade please apply.
Please email your resume, references and salary expectations.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-draftsman-autocad/7060945815.html,Architectural Draftsman AutoCAD,SoHo,"
        
Boutique architectural firm in Soho specializing in high end residential seeks a team member to assist with design development and construction documents of city and country residential projects.
Basic requirements:
Bachelor degree from accredited architecture school
AutoCAD
Adobe Suite (Photoshop, Illustrator, InDesign)
Microsoft Office (Word, Excel, Outlook)
Keen design sensibility
Work well within a team 
English fluency
Citizen, Green Card, or Work Permit required

The position shall initially be hourly upon 90 day review.

Please send a letter of interest, resume, examples of your work, and salary expectations.
    "
https://newyork.craigslist.org/mnh/egr/d/cad-drafter-architectural-engineering/7060999419.html,Cad Drafter - Architectural/Engineering background,TriBeCa,"
        
Architectural Engineering firm seeking a CAD drafter with 
Architectural background OR
Structural/Civil engineering background 

Overview:
-Work with Project Manager & Design Team on all elements of drafting
-AutoCAD detailing

Skills Required:
AutoCAD a MUST
Structural software is a plus (RISA, etc.)
MS Excel, Word, Outlook
Structural knowledge is a must
Building code knowledge is a plus

Please send resume in PDF format    "
https://newyork.craigslist.org/que/egr/d/draftsman-assistant-project-manager/7060540255.html,"Draftsman, Assistant Project Manager",Long Island City,"
        
A reputable Architectural Woodworking Company is looking for a full time draftsman/assistant project manager position. Only solid, professional and long term oriented please apply. This position requires excellent knowledge of AUTOCAD. Only experienced in the field apply. Please email your resume, references and salary expectations    "
https://newyork.craigslist.org/mnh/egr/d/new-york-architect-administrator/7061101880.html,Architect Administrator,Midtown,"
        
Established Mid-sized NYC architectural firm is seeking an architect with excellent project administrative skills. The position requires competence in zoning, good planning ability, and extremely strong organizational skills. The architect’s prime responsibility is to assist the senior partner in executing and developing all initial projects.

The ideal candidate will:

- Demonstrate strong leadership abilities
- Possess excellent problem solving and decision-making skills
- Thrive in a fast-paced environment and have the ability to multi-task
- Be detailed-oriented, efficient, and adaptable to changing deadlines and priorities
- Have strong organizational skills, communication skills, and project management skills
- Demonstrate enthusiastic commitment to our team-focused environment
- Must possess integrity and strive for excellence
- Must be self-motivated.
- Possess type A personality

Skills & Qualifications:

- Highly capable of managing projects
- Proficient in Autocad, Sketch-up, Microsoft Word, Project, Outlook and Excel
- Excellent design and visualization skills
- Familiar with NYC regulatory environment, including codes, DOB and zoning requirements
- 8 years minimum experience required
- 5-year architecture degree
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-entry-level-junior-estimator/7060229417.html,Entry-Level Junior Estimator,Upper East Side,"
        


We are the seller of high-end window & doors for residential and commercial projects throughout the NY Metro/Northeast area.  Our sales office is located on the Upper East Side, with manufacturing operations located in numerous locations throughout Europe and South America. We sell various product lines, including thermally-broken steel, stainless steel, bronze and aluminum as well as wood (mahogany) and wood/aluminum clad.  All of our projects are custom made to order based on the customer’s needs.  

We are a small company that is growing quickly, and looking to find an entry level employee to help out and learn so they can eventually transition into a more important role.



-  Interpret architectural drawings to create a project takeoff to be sent to manufacturers for pricing
-  Find leads using verified techniques to feed the sales team




-  Salary, computer, expense reimbursement & health insurance
-  Role will eventually transition into a promotion to project management or sales




-  Strong knowledge of computers and software.  Programs will include Excel, Podio & basic PDF software.  Occasional use of an AutoCAD reader (no drafting).  We will teach each program to the right candidate, but experience in any of these is a plus.  

-  Strong attention to detail.  You will be reviewing documents with lots of information on them, so being able to pick up on patterns and spot irregularities is a must.

-  Ability to read architectural drawings a plus

-  Willing to learn:  we will train the right candidate over the first 6 months, but during this time you will also need to learn independently in your free time to get up to speed as quickly as possible.

-  Strong communication skills.  You will be collaborating with other engineers and will need to describe issues, resolutions, updates and requirements in a clear manner.

-  Bachelor’s degree in any technical field preferred, but not required.  A field relating to architecture, construction or engineering would be ideal.

-  Work experience in construction, architecture or engineering-related field preferred, but not required.   







    "
https://newyork.craigslist.org/mnh/egr/d/new-york-senior-drafter-job-captain/7051059147.html,Senior Drafter/Job Captain,Midtown West,"
        
SBLM New York is looking for a highly motivated Senior Drafter/Job Captain who has a passion for understanding weather related problems that occur on existing older buildings.

Responsibilities include, but not limited to: 
Coordinate and develop construction documents
Take on technically challenging issues with Project Manager
Perform code and zoning analyses
Review and redline drawings
Oversee drafters as required
Produce deliverables without requiring constant supervision
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand
materials and products
Take initiative to complete work

Requirements:
Bachelor’s Degree in Architecture
3 or more years’ experience in an Architect’s office
Must be proficient in AutoCAD, Revit and other applicable industry software
General understanding of codes and zoning
General knowledge of building details and construction administration 
Experience working with exterior envelope
Positive attitude and driven to succeed

. Compensation and Benefits:
•	We offer an excellent benefit package
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
•	Salary commensurate with level of experience
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
•	Creative and innovative work environment
.

Interested candidates should forward their cover letter and resume 
Please include Senior Drafter/Job Captain in the subject. No phone calls, please
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-intermediate-architect-single/7051134047.html,Intermediate Architect - Single-Family/Luxury Custom Homes,Midtown,"
        
NYC-based mid-sized firm is seeking a talented intermediate level architect with custom luxury residential project experience. This is a hands on full process design studio with potential for professional growth. Applicants should be personable, creative, and have great attention to detail. 

Requirements:
1. B.Arch/M.Arch or an equivalent professional Degree in Interior Design or Interior Architecture
2. A minimum of 3 years of experience in a residential design/architecture position 
3. Display a high level of technical knowledge in custom residential millwork 

This is a chance to work in a collaborative and relationship focused environment with local clients. You will have the ability to carry interesting high quality design projects from start to finish.
    "
https://newyork.craigslist.org/mnh/egr/d/project-manager-for-carpeting-and/7051051275.html,Project Manager for Carpeting and Custom Area Rugs Showroom,Chelsea,"
        
This is a full time position for an experienced Project Manager conducting inside sales for high-end commercial and residential floor covering, including carpeting and custom area rugs. Our showroom is in New York City near Union Square.

The successful candidate must posses a minimum of 5 years of experience working in high-end luxury sales, preferably working with architects, interior designers and general contractors.

Other qualifications and requirements are:
- understand urban commercial and residential living concepts, styles and designs.
- proof-of-success includes references for 3 successful completed projects.
- work in harmony with others in an open office environment.
- read and understand a floor plan at ease and not intimidated by complex numbers.
- excellent verbal and writing communication skills.

This is an ideal position for an architect, designer, general contractor who is interested in switching career path.

TO APPLY, please reply via email with your resume and cover letter files attached (pdf, docx, or doc). Please do not copy and paste your information in the body of the email. To be considered, please indicate ""Project Manager"" in the subject line. 
Please visit aronsonsfloors.com to learn more about us.
    "
https://newyork.craigslist.org/que/egr/d/flushing-construction-estimator/7051532561.html,Construction Estimator,Flushing Queens,"
        
-Position: Construction Estimator  (Office Location in Flushing/College Point Area)
-Full Time Employment
-Health Benefits Offered
-Medium Size and Growing Construction Company 
-Fully Operational General Contracting Office-All Resources to be Supplied to Estimator Including Tools/Programs as Needed to enhance job Performance

1) General Construction Estimates to be performed including  jobs from $10,000-$25,000,000+
    -From Minor Reno Work to Ground Up New Construction Work
2) Construction Experience Necessary 
3) Estimator Must have a good grasp of the Means and Methods of Construction
4) 3+ Years Estimating Experience is a Plus
5) Must be capable of producing scope sheets for sub contractors and leveling all GC and Sub Contractor Bids
6)Experience in public entities is a plus.  SCA, NYCHA, Port Authority, MTA & Various Prevailing Wage Jobs


    "
https://newyork.craigslist.org/lgi/egr/d/huntington-station-architectural-drafter/7051517894.html,Architectural Drafter,"Huntington Station, NY","
        
SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented Junior through Senior Architectural Drafter (Architect in Training). 

Requirements:
•	BA Arch or BS Arch degree required
•	AutoCAD required (basic test at interview) Revit a plus
•	2 to 7 years’ experience working in Architects office
•	Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
•	We offer a competitive salary, excellent benefits package and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plans and more. 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume 
Please include “Architectural Drafter in subject line.  No phone calls, please.
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-senior-architect-restaurant/7051552373.html,Senior Architect | Restaurant Architecture Firm,Midtown,"
        
Title:Senior Architect - Project Manager | Restaurants

Company Description:
Commercial Architecture + Design Firm that provides professional Architectural, Planning and Design services for restaurants and large retail projects.

Position Description:
Senior Architect - Project Manager with 7 plus years of related experience working with restaurants or food and beverage projects to manage work on fine dining restaurants.Required:Bachelor of Architecture or Masters of Architecture.Project experience must include restaurants.Strong Project management skills.Strong AutoCAD skills.

GREAT COMPENSATION BASED UPON AN ANNUAL SALARY PLUS BENEFITS AND PERKS
Immediate In Person Interview and Immediate Hire. 
Candidate must be currently authorized and eligible to work in the U.S. for any employer. 
Must be available to begin work in two weeks from date of hire.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-drafter-mid-sr/7051762121.html,Architectural Drafter (Mid/Sr),Flatiron,"
        
Architecture / Interior Design office located in the NYC Flatiron District specializing in the design of high end custom homes and luxury interiors. We are seeking an Intermediate to Senior Architectural Drafter to work in a small fast-paced office with the firm principal and staff preparing design development and construction drawing sets. Candidates for this position must exhibit a strong design sensibility and knowledge of construction systems and assembly. All candidates must demonstrate proficiency in AutoCad and Revit in all the preparation of 2D and 3D drawings and detailed construction documents including the ability to work on multiple projects and communicate effectively with clients & consultants. Candidates must also comprehend architectural redlines and efficiently produce documents and revisions.

Specific qualifications:
• Professional or Graduate degree in Architecture (desired, not required) with at least 5 years professional experience
• Detail oriented, efficient and adaptable to changing deadlines and priorities
• Must be highly motivated and proactive in fast-paced environment
• Ability to quickly absorb and utilize company-specific techniques, standards and procedures
• AutoCAD & Revit Proficiency Required
• Advanced Sketch-Up, 3D Rendering a plus
• Proficiency in advanced BIM tools
• Translate current AutoCAD standards to Revit
• Strong written and verbal communication skills
• Good interpersonal skills and able to work independently and as part of a team
• Ability accurately measure and document existing conditions
• Experience working on custom homes, retail & corporate offices
• Knowledge of  NYC residential zoning a plus
• Experience in Preparing NYC Department of Building Filing Sets a plus
• US Citizen or have a current work visa for work in the US

Salary: Competitive compensation commensurate with experience

Submit: Resume and Work Samples    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-floor-plan-measurer-as/7051593870.html,Floor Plan Measurer: AS-BUILT Drawings $50/hr (NY),"New York, NY","
        
We have an immediate opening for a floor plan measurer. This is a flexible position for part-time work (contractor). You will set your own schedule and we will fit appointments into your availability (M-F, 9-5 only). 

Applicant must be highly experienced in creating as-built condition drawings (floor plans) of residential and commercial properties in CAD. Applicant must have the ability to create CAD drawings on-site using own laptop and AutoCAD software. Taking measurements on paper and later transferring to CAD drawings is NOT acceptable. Applicant must use a laser tape measure on-site.

Applicant must:
- Have a good understanding of building construction
- Be highly-proficient in CAD
- Have availability during normal weekday business hours: 9-5 to survey properties (please do not apply if you are looking for after-hour or weekend appointments.)
- Have own vehicle to visit properties
- Be reliable and very detail oriented

There are no set number of measurements in a day or week as appointments vary from week to week. We prefer a candidate with lots of availability but can set up as many or as few appointments as desired. This is a great, flexible opportunity for the right candidate.

Compensation: $50 per hr plus $10 travel and $10 per diem

Please send email with your previous work experience and education. 
You must use the following subject line in your email: ""Re: Floor Plan Measurer - New York""    "
